compte_courant,duree_emprunt_mois,historique_credit,raison,montant,compte_epargne,duree_emploi,annees_presence_logement,age,autre_credit,logement,nbre_emprunts_actuels,job,dependants,telephone,defaillant,revenufinal
< 0 Euro,15,critique,ameublement,975,< 100 Euro,1 - 4 annees,3.0,25.0,aucun,proprietaire,2,qualifie,1,oui,non,3090.7786398861
< 0 Euro,18,bon,ameublement,1882,< 100 Euro,1 - 4 annees,4.0,25.0,banque,locataire,2,qualifie,1,oui,oui,7585.03386020893
1 - 200 Euro,48,tres bon,business,6416,< 100 Euro,> 7 annees,3.0,59.0,aucun,locataire,1,qualifie,1,oui,oui,42773.6807281288
> 200 Euro,24,critique,business,1275,> 1000 Euro,1 - 4 annees,4.0,36.0,aucun,proprietaire,2,qualifie,1,oui,non,3213.44572772825
1 - 200 Euro,24,pauvre,ameublement,6403,< 100 Euro,< 1 annee,2.0,33.0,aucun,proprietaire,1,qualifie,1,oui,non,7235.25602867517
< 0 Euro,24,bon,ameublement,1987,< 100 Euro,1 - 4 annees,4.0,21.0,aucun,locataire,1,non_qualifie,2,oui,oui,5272.04930420953
1 - 200 Euro,8,bon,ameublement,760,< 100 Euro,4 - 7 annees,2.0,44.0,aucun,proprietaire,1,non_qualifie,1,oui,non,5196.40695935241
inconnu,24,bon,auto,2603,> 1000 Euro,1 - 4 annees,4.0,28.0,aucun,locataire,1,qualifie,1,oui,non,6319.54504537401
inconnu,4,critique,auto,3380,< 100 Euro,4 - 7 annees,1.0,37.0,aucun,proprietaire,1,qualifie,2,oui,non,4654.38037092937
1 - 200 Euro,36,tres bon,ameublement,3990,inconnu,< 1 annee,2.0,29.0,banque,proprietaire,1,chomeur,1,oui,non,21340.2669067756
1 - 200 Euro,24,bon,auto,11560,< 100 Euro,1 - 4 annees,4.0,23.0,aucun,locataire,2,management,1,oui,oui,13181.088609424
< 0 Euro,15,critique,ameublement,975,< 100 Euro,1 - 4 annees,3.0,25.0,aucun,proprietaire,2,qualifie,1,oui,non,2707.67899184582
< 0 Euro,18,bon,auto,4380,100 - 500 Euro,1 - 4 annees,4.0,35.0,aucun,proprietaire,1,non_qualifie,2,oui,non,19710.4511262199
inconnu,6,critique,auto,6761,< 100 Euro,4 - 7 annees,3.0,45.0,aucun,proprietaire,2,management,2,oui,non,7112.60247352542
1 - 200 Euro,30,parfait,business,4280,100 - 500 Euro,1 - 4 annees,4.0,26.0,aucun,locataire,2,non_qualifie,1,oui,oui,27900.2288782494
< 0 Euro,24,tres bon,auto,2325,100 - 500 Euro,4 - 7 annees,3.0,32.0,banque,proprietaire,1,qualifie,1,oui,non,6172.258377074089
1 - 200 Euro,10,tres bon,ameublement,1048,< 100 Euro,1 - 4 annees,4.0,23.0,magasin,proprietaire,1,non_qualifie,1,oui,non,4998.01713446502
inconnu,21,bon,ameublement,3160,inconnu,> 7 annees,3.0,41.0,aucun,proprietaire,1,qualifie,1,oui,non,21159.257688314097
< 0 Euro,24,tres bon,ameublement,2483,500 - 1000 Euro,1 - 4 annees,4.0,22.0,magasin,proprietaire,1,qualifie,1,oui,non,14538.0012079434
< 0 Euro,39,critique,ameublement,14179,inconnu,4 - 7 annees,4.0,30.0,aucun,proprietaire,2,management,1,oui,non,73359.4322138298
< 0 Euro,13,critique,business,1797,< 100 Euro,< 1 annee,1.0,28.0,banque,proprietaire,2,non_qualifie,1,oui,non,9680.186717514991
< 0 Euro,15,bon,auto,2511,< 100 Euro,chomeur,4.0,23.0,aucun,locataire,1,qualifie,1,oui,non,3235.5750933671397
< 0 Euro,12,bon,auto,1274,< 100 Euro,< 1 annee,1.0,37.0,aucun,proprietaire,1,non_qualifie,1,oui,oui,6737.683759486739
inconnu,21,bon,auto,5248,inconnu,1 - 4 annees,3.0,26.0,aucun,proprietaire,1,qualifie,1,oui,non,5931.340081105
inconnu,15,bon,auto,3029,< 100 Euro,4 - 7 annees,2.0,33.0,aucun,proprietaire,1,qualifie,1,oui,non,6539.88824149543
< 0 Euro,6,bon,ameublement,428,< 100 Euro,> 7 annees,1.0,49.0,banque,proprietaire,1,qualifie,1,oui,non,1364.02375733936
< 0 Euro,18,bon,auto,976,< 100 Euro,< 1 annee,2.0,23.0,aucun,proprietaire,1,non_qualifie,1,oui,oui,1062.83165412026
1 - 200 Euro,12,bon,business,841,100 - 500 Euro,4 - 7 annees,4.0,23.0,aucun,locataire,1,non_qualifie,1,oui,non,2567.60686306769
inconnu,30,critique,ameublement,5771,< 100 Euro,4 - 7 annees,2.0,25.0,aucun,proprietaire,2,qualifie,1,oui,non,40718.234729257405
inconnu,12,pauvre,renonvations,1555,> 1000 Euro,> 7 annees,4.0,55.0,aucun,autre,2,qualifie,2,oui,oui,8627.8202526733
< 0 Euro,24,bon,auto,1285,inconnu,4 - 7 annees,4.0,32.0,aucun,locataire,1,qualifie,1,oui,oui,9236.78206826795
> 200 Euro,6,critique,auto,1299,< 100 Euro,1 - 4 annees,1.0,74.0,aucun,proprietaire,3,chomeur,2,oui,non,1801.3390791051502
> 200 Euro,15,critique,ameublement,1271,inconnu,1 - 4 annees,4.0,39.0,aucun,autre,2,qualifie,1,oui,oui,4617.80258760409
inconnu,24,bon,auto,1393,< 100 Euro,1 - 4 annees,2.0,31.0,aucun,proprietaire,1,qualifie,1,oui,non,4244.45891925605
< 0 Euro,12,critique,auto,691,< 100 Euro,> 7 annees,3.0,35.0,aucun,proprietaire,2,qualifie,1,oui,oui,4147.54901684503
inconnu,15,critique,auto,5045,inconnu,> 7 annees,4.0,59.0,aucun,proprietaire,1,qualifie,1,oui,non,7761.477843012321
< 0 Euro,18,critique,ameublement,2124,< 100 Euro,1 - 4 annees,4.0,24.0,aucun,locataire,2,qualifie,1,oui,oui,13661.5007914503
< 0 Euro,12,bon,ameublement,2214,< 100 Euro,1 - 4 annees,3.0,24.0,aucun,proprietaire,1,non_qualifie,1,oui,non,15340.4571122322
inconnu,21,critique,auto,12680,inconnu,> 7 annees,4.0,30.0,aucun,autre,1,management,1,oui,oui,72547.566526817
inconnu,24,critique,auto,2463,100 - 500 Euro,4 - 7 annees,3.0,27.0,aucun,proprietaire,2,qualifie,1,oui,non,13337.414294755601
1 - 200 Euro,12,bon,ameublement,1155,< 100 Euro,> 7 annees,3.0,40.0,banque,proprietaire,2,non_qualifie,1,oui,non,3513.49843793493
< 0 Euro,30,bon,ameublement,3108,< 100 Euro,< 1 annee,4.0,31.0,aucun,proprietaire,1,non_qualifie,1,oui,oui,7559.390806897421
inconnu,10,bon,auto,2901,inconnu,< 1 annee,4.0,31.0,aucun,locataire,1,qualifie,1,oui,non,4595.84256142877
1 - 200 Euro,12,critique,ameublement,3617,< 100 Euro,> 7 annees,4.0,28.0,aucun,locataire,3,qualifie,1,oui,non,4755.48671304603
inconnu,12,critique,ameublement,1655,< 100 Euro,> 7 annees,4.0,63.0,aucun,proprietaire,2,non_qualifie,1,oui,non,5210.13370759134
< 0 Euro,24,bon,auto,2812,inconnu,> 7 annees,4.0,26.0,aucun,locataire,1,qualifie,1,oui,non,7647.43808373453
< 0 Euro,36,critique,education,8065,< 100 Euro,1 - 4 annees,2.0,25.0,aucun,proprietaire,2,management,1,oui,oui,28423.5072103963
inconnu,21,critique,auto,3275,< 100 Euro,> 7 annees,4.0,36.0,aucun,proprietaire,1,management,1,oui,non,3466.78619242497
inconnu,24,critique,ameublement,2223,100 - 500 Euro,> 7 annees,4.0,52.0,banque,proprietaire,2,qualifie,1,oui,non,14974.2353618579
> 200 Euro,12,critique,auto,1480,500 - 1000 Euro,chomeur,4.0,66.0,banque,autre,3,chomeur,1,oui,non,4737.4671409086495
< 0 Euro,24,bon,auto,1371,inconnu,1 - 4 annees,4.0,25.0,aucun,locataire,1,qualifie,1,oui,oui,9782.39568114555
inconnu,36,critique,auto,3535,< 100 Euro,4 - 7 annees,4.0,37.0,aucun,proprietaire,2,qualifie,1,oui,non,19827.216442721103
< 0 Euro,18,bon,ameublement,3509,< 100 Euro,4 - 7 annees,1.0,25.0,aucun,proprietaire,1,qualifie,1,oui,non,15668.263734285703
inconnu,36,critique,auto,5711,> 1000 Euro,> 7 annees,2.0,38.0,aucun,proprietaire,2,management,1,oui,non,35756.3783195584
1 - 200 Euro,18,bon,renonvations,3872,< 100 Euro,chomeur,4.0,67.0,aucun,proprietaire,1,qualifie,1,oui,non,8232.591329027671
1 - 200 Euro,39,critique,ameublement,4933,< 100 Euro,4 - 7 annees,2.0,25.0,aucun,proprietaire,2,qualifie,1,oui,oui,14576.4333870977
inconnu,24,critique,auto,1940,> 1000 Euro,> 7 annees,4.0,60.0,aucun,proprietaire,1,qualifie,1,oui,non,11194.362727521202
1 - 200 Euro,12,parfait,education,1410,< 100 Euro,1 - 4 annees,2.0,31.0,aucun,proprietaire,1,non_qualifie,1,oui,non,3884.506494021429
1 - 200 Euro,12,bon,auto,836,100 - 500 Euro,< 1 annee,2.0,23.0,banque,proprietaire,1,non_qualifie,1,oui,oui,5017.97577176735
1 - 200 Euro,20,bon,auto,6468,inconnu,chomeur,4.0,60.0,aucun,proprietaire,1,management,1,oui,non,8606.3888661033
1 - 200 Euro,18,bon,business,1941,> 1000 Euro,1 - 4 annees,2.0,35.0,aucun,proprietaire,1,non_qualifie,1,oui,non,13708.2794848306
inconnu,22,bon,ameublement,2675,500 - 1000 Euro,> 7 annees,4.0,40.0,aucun,proprietaire,1,qualifie,1,oui,non,14342.817465953101
inconnu,48,critique,auto,2751,inconnu,> 7 annees,3.0,38.0,aucun,proprietaire,2,qualifie,2,oui,non,14088.2622456606
1 - 200 Euro,48,pauvre,education,6224,< 100 Euro,> 7 annees,4.0,50.0,aucun,autre,1,qualifie,1,oui,oui,31673.999801576407
< 0 Euro,40,critique,education,5998,< 100 Euro,1 - 4 annees,3.0,27.0,banque,proprietaire,1,qualifie,1,oui,oui,39169.124439918
1 - 200 Euro,21,bon,business,1188,< 100 Euro,> 7 annees,4.0,39.0,aucun,proprietaire,1,qualifie,2,oui,oui,4251.34622580774
inconnu,24,bon,auto,6313,inconnu,> 7 annees,4.0,41.0,aucun,proprietaire,1,management,2,oui,non,30427.6998794879
inconnu,6,critique,ameublement,1221,inconnu,1 - 4 annees,2.0,27.0,aucun,proprietaire,2,qualifie,1,oui,non,1719.41357936233
> 200 Euro,24,bon,ameublement,2892,< 100 Euro,> 7 annees,4.0,51.0,aucun,autre,1,qualifie,1,oui,non,9144.76944571606
inconnu,24,bon,ameublement,3062,500 - 1000 Euro,> 7 annees,3.0,32.0,aucun,locataire,1,qualifie,1,oui,non,18238.0566711235
inconnu,9,bon,ameublement,2301,100 - 500 Euro,< 1 annee,4.0,22.0,aucun,locataire,1,qualifie,1,oui,non,7574.22957475049
< 0 Euro,18,bon,auto,7511,inconnu,> 7 annees,4.0,51.0,aucun,autre,1,qualifie,2,oui,oui,7653.29376304501
inconnu,12,critique,ameublement,1258,< 100 Euro,< 1 annee,4.0,22.0,aucun,locataire,2,non_qualifie,1,oui,non,2921.9340856975896
inconnu,24,pauvre,auto,717,inconnu,> 7 annees,4.0,54.0,aucun,proprietaire,2,qualifie,1,oui,non,4201.125552609679
1 - 200 Euro,9,bon,auto,1549,inconnu,< 1 annee,2.0,35.0,aucun,proprietaire,1,chomeur,1,oui,non,9981.83123201532
inconnu,24,critique,education,1597,< 100 Euro,> 7 annees,4.0,54.0,aucun,autre,2,qualifie,2,oui,non,10670.161059151
1 - 200 Euro,18,critique,ameublement,1795,< 100 Euro,> 7 annees,4.0,48.0,banque,locataire,2,non_qualifie,1,oui,non,7161.569804198392
< 0 Euro,20,critique,ameublement,4272,< 100 Euro,> 7 annees,4.0,24.0,aucun,proprietaire,2,qualifie,1,oui,non,6371.29650881583
inconnu,12,critique,ameublement,976,inconnu,> 7 annees,4.0,35.0,aucun,proprietaire,2,qualifie,1,oui,non,5475.9967773854
1 - 200 Euro,12,bon,auto,7472,inconnu,chomeur,2.0,24.0,aucun,locataire,1,chomeur,1,oui,non,8465.74137600777
< 0 Euro,36,bon,auto,9271,< 100 Euro,4 - 7 annees,1.0,24.0,aucun,proprietaire,1,qualifie,1,oui,oui,22950.3497036752
1 - 200 Euro,6,bon,ameublement,590,< 100 Euro,< 1 annee,3.0,26.0,aucun,proprietaire,1,non_qualifie,1,oui,non,2726.42930352078
inconnu,12,critique,ameublement,930,inconnu,> 7 annees,4.0,65.0,aucun,proprietaire,4,qualifie,1,oui,non,6546.863673103791
1 - 200 Euro,42,tres bon,auto,9283,< 100 Euro,chomeur,2.0,55.0,banque,autre,1,management,1,oui,non,10193.8680431982
1 - 200 Euro,15,parfait,auto,1778,< 100 Euro,< 1 annee,1.0,26.0,aucun,locataire,2,chomeur,1,oui,oui,5871.70950729006
1 - 200 Euro,8,bon,business,907,< 100 Euro,< 1 annee,2.0,26.0,aucun,proprietaire,1,,1,oui,non,3070.5115969068293
1 - 200 Euro,6,bon,ameublement,484,< 100 Euro,4 - 7 annees,3.0,28.0,banque,proprietaire,1,non_qualifie,1,oui,non,2534.2125322093398
< 0 Euro,36,critique,auto,9629,< 100 Euro,4 - 7 annees,4.0,24.0,aucun,proprietaire,2,qualifie,1,oui,oui,60223.6425430523
< 0 Euro,48,bon,ameublement,3051,< 100 Euro,1 - 4 annees,4.0,54.0,aucun,proprietaire,1,qualifie,1,oui,oui,14545.1637255981
< 0 Euro,48,bon,auto,3931,< 100 Euro,4 - 7 annees,4.0,46.0,aucun,autre,1,qualifie,2,oui,oui,27560.9899193446
1 - 200 Euro,36,pauvre,auto,7432,< 100 Euro,1 - 4 annees,2.0,54.0,aucun,locataire,1,qualifie,1,oui,non,20248.7011339926
inconnu,6,bon,ameublement,1338,500 - 1000 Euro,1 - 4 annees,4.0,62.0,aucun,proprietaire,1,qualifie,1,oui,non,2320.14184878457
inconnu,6,critique,ameublement,1554,< 100 Euro,4 - 7 annees,2.0,24.0,aucun,locataire,2,qualifie,1,oui,non,1589.9662091262396
< 0 Euro,36,bon,auto0,15857,< 100 Euro,chomeur,3.0,43.0,aucun,proprietaire,1,management,1,oui,non,36240.9538481081
< 0 Euro,18,bon,ameublement,1345,< 100 Euro,1 - 4 annees,3.0,26.0,banque,proprietaire,1,qualifie,1,oui,oui,8196.70653088698
inconnu,12,bon,auto,1101,< 100 Euro,1 - 4 annees,2.0,27.0,aucun,proprietaire,2,qualifie,1,oui,non,3952.6401004985496
> 200 Euro,12,bon,ameublement,3016,< 100 Euro,1 - 4 annees,1.0,24.0,aucun,proprietaire,1,qualifie,1,oui,non,12364.5224095088
< 0 Euro,36,bon,ameublement,2712,< 100 Euro,> 7 annees,2.0,41.0,banque,proprietaire,1,qualifie,2,oui,oui,6604.727048419089
< 0 Euro,8,critique,auto,731,< 100 Euro,> 7 annees,4.0,47.0,aucun,proprietaire,2,non_qualifie,1,oui,non,4486.42418114526
inconnu,18,critique,ameublement,3780,< 100 Euro,< 1 annee,2.0,35.0,aucun,proprietaire,2,management,1,oui,non,18750.627962932198
< 0 Euro,21,critique,auto,1602,< 100 Euro,> 7 annees,3.0,30.0,aucun,proprietaire,2,qualifie,1,oui,non,10837.2809525737
< 0 Euro,18,critique,auto,3966,< 100 Euro,> 7 annees,4.0,33.0,banque,locataire,3,qualifie,1,oui,oui,4666.7405059421
inconnu,18,parfait,business,4165,< 100 Euro,1 - 4 annees,2.0,36.0,magasin,proprietaire,2,qualifie,2,oui,oui,14947.2012148251
< 0 Euro,36,bon,auto,8335,inconnu,> 7 annees,4.0,47.0,aucun,autre,1,qualifie,1,oui,oui,31654.5139836462
1 - 200 Euro,48,pauvre,business,6681,inconnu,1 - 4 annees,4.0,38.0,aucun,autre,1,qualifie,2,oui,non,27184.043270814702
inconnu,24,pauvre,business,2375,500 - 1000 Euro,1 - 4 annees,2.0,44.0,aucun,proprietaire,2,qualifie,2,oui,non,12123.9151478908
< 0 Euro,18,bon,auto,1216,< 100 Euro,< 1 annee,3.0,23.0,aucun,locataire,1,qualifie,1,oui,oui,8376.49068926708
< 0 Euro,45,parfait,business,11816,< 100 Euro,> 7 annees,4.0,29.0,aucun,locataire,2,qualifie,1,oui,oui,25036.5679602941
1 - 200 Euro,24,bon,ameublement,5084,inconnu,> 7 annees,4.0,42.0,aucun,proprietaire,1,qualifie,1,oui,non,16107.370476708602
> 200 Euro,15,bon,ameublement,2327,< 100 Euro,< 1 annee,3.0,25.0,aucun,proprietaire,1,non_qualifie,1,oui,oui,7411.646943340659
< 0 Euro,12,parfait,auto,1082,< 100 Euro,1 - 4 annees,4.0,48.0,banque,proprietaire,2,qualifie,1,oui,oui,6457.4282750002685
inconnu,12,bon,ameublement,886,inconnu,1 - 4 annees,2.0,21.0,aucun,proprietaire,1,qualifie,1,oui,non,3752.33534931919
inconnu,4,bon,ameublement,601,< 100 Euro,< 1 annee,3.0,23.0,aucun,locataire,1,,2,oui,non,1056.3178630718598
< 0 Euro,24,critique,auto,2957,< 100 Euro,> 7 annees,4.0,63.0,aucun,proprietaire,2,qualifie,1,oui,non,20589.806286984298
inconnu,24,critique,ameublement,2611,< 100 Euro,> 7 annees,3.0,46.0,aucun,proprietaire,2,qualifie,1,oui,non,11682.4202081718
< 0 Euro,36,bon,ameublement,5179,< 100 Euro,4 - 7 annees,2.0,29.0,aucun,proprietaire,1,qualifie,1,oui,oui,26387.024208849703
inconnu,21,pauvre,auto,2993,< 100 Euro,1 - 4 annees,2.0,28.0,magasin,proprietaire,2,non_qualifie,1,oui,non,12231.0144037945
inconnu,18,bon,renonvations,1943,< 100 Euro,< 1 annee,4.0,23.0,aucun,proprietaire,1,,1,oui,oui,9862.65480766586
inconnu,24,tres bon,business,1559,< 100 Euro,4 - 7 annees,4.0,50.0,banque,proprietaire,1,qualifie,1,oui,non,7169.44141192537
inconnu,18,bon,ameublement,3422,< 100 Euro,> 7 annees,4.0,47.0,banque,proprietaire,3,qualifie,2,oui,non,16831.895512482
1 - 200 Euro,21,bon,ameublement,3976,inconnu,4 - 7 annees,3.0,35.0,aucun,proprietaire,1,qualifie,1,oui,non,8854.93032556315
inconnu,18,bon,auto,6761,inconnu,1 - 4 annees,4.0,68.0,aucun,locataire,2,qualifie,1,oui,oui,18629.6313720707
inconnu,24,bon,auto,1249,< 100 Euro,< 1 annee,2.0,28.0,aucun,proprietaire,1,qualifie,1,oui,non,5706.47229650538
< 0 Euro,9,bon,ameublement,1364,< 100 Euro,4 - 7 annees,4.0,59.0,aucun,proprietaire,1,qualifie,1,oui,non,6300.315310313679
< 0 Euro,12,bon,ameublement,709,< 100 Euro,> 7 annees,4.0,57.0,magasin,proprietaire,1,non_qualifie,1,oui,oui,3936.0609555972296
< 0 Euro,20,critique,auto,2235,< 100 Euro,1 - 4 annees,2.0,33.0,banque,locataire,2,qualifie,1,oui,oui,15076.778028434699
inconnu,24,critique,auto,4042,inconnu,4 - 7 annees,4.0,43.0,aucun,proprietaire,2,qualifie,1,oui,non,12834.769327305201
inconnu,15,critique,ameublement,1471,< 100 Euro,1 - 4 annees,4.0,35.0,aucun,autre,2,qualifie,1,oui,non,6160.4892622523
< 0 Euro,18,tres bon,auto,1442,< 100 Euro,4 - 7 annees,4.0,32.0,aucun,autre,2,non_qualifie,2,oui,oui,6365.95694009801
inconnu,36,pauvre,auto,10875,< 100 Euro,> 7 annees,2.0,45.0,aucun,proprietaire,2,qualifie,2,oui,non,34650.2036453963
inconnu,24,bon,auto,1474,100 - 500 Euro,< 1 annee,3.0,33.0,aucun,proprietaire,1,qualifie,1,oui,non,6784.3805844286
inconnu,10,bon,education,894,inconnu,4 - 7 annees,3.0,40.0,aucun,proprietaire,1,qualifie,1,oui,non,3648.8007173592896
inconnu,15,critique,ameublement,3343,< 100 Euro,1 - 4 annees,2.0,28.0,aucun,autre,1,qualifie,1,oui,non,23523.3034709338
< 0 Euro,15,bon,auto,3959,< 100 Euro,1 - 4 annees,2.0,29.0,aucun,proprietaire,1,qualifie,1,oui,oui,14948.895394511
inconnu,9,bon,auto,3577,100 - 500 Euro,1 - 4 annees,2.0,26.0,aucun,locataire,1,qualifie,2,oui,non,4802.35080788996
inconnu,24,critique,auto,5804,> 1000 Euro,1 - 4 annees,2.0,27.0,aucun,proprietaire,2,qualifie,1,oui,non,36141.687639861404
inconnu,18,pauvre,business,2169,< 100 Euro,1 - 4 annees,2.0,28.0,aucun,proprietaire,1,qualifie,1,oui,oui,8790.32810065505
< 0 Euro,24,bon,ameublement,2439,< 100 Euro,< 1 annee,4.0,35.0,aucun,proprietaire,1,qualifie,1,oui,oui,12018.591781961799
inconnu,27,critique,ameublement,4526,> 1000 Euro,< 1 annee,2.0,32.0,magasin,proprietaire,2,non_qualifie,2,oui,non,26288.674050472597
inconnu,10,bon,ameublement,2210,< 100 Euro,1 - 4 annees,2.0,25.0,banque,locataire,1,non_qualifie,1,oui,oui,5692.93122427407
inconnu,15,bon,ameublement,2221,500 - 1000 Euro,1 - 4 annees,4.0,20.0,aucun,locataire,1,qualifie,1,oui,non,6579.05428811634
< 0 Euro,18,bon,ameublement,2389,< 100 Euro,< 1 annee,1.0,27.0,magasin,proprietaire,1,qualifie,1,oui,non,11061.585142743
inconnu,12,critique,ameublement,3331,< 100 Euro,> 7 annees,4.0,42.0,magasin,proprietaire,1,qualifie,1,oui,non,9637.14545505187
inconnu,36,bon,business,7409,inconnu,> 7 annees,2.0,37.0,aucun,proprietaire,2,qualifie,1,oui,non,27486.4797912859
< 0 Euro,12,bon,ameublement,652,< 100 Euro,> 7 annees,4.0,24.0,aucun,locataire,1,qualifie,1,oui,non,3866.31909276262
inconnu,36,pauvre,ameublement,7678,500 - 1000 Euro,4 - 7 annees,4.0,40.0,aucun,proprietaire,2,qualifie,1,oui,non,17544.0316490593
> 200 Euro,6,critique,auto,1343,< 100 Euro,> 7 annees,4.0,46.0,aucun,proprietaire,2,qualifie,2,oui,non,1788.4996686642899
< 0 Euro,24,critique,business,1382,100 - 500 Euro,4 - 7 annees,1.0,26.0,aucun,proprietaire,2,qualifie,1,oui,non,7702.34811107075
inconnu,15,bon,ameublement,874,inconnu,< 1 annee,1.0,24.0,aucun,proprietaire,1,qualifie,1,oui,non,6268.675906791271
< 0 Euro,12,bon,ameublement,3590,< 100 Euro,1 - 4 annees,2.0,29.0,aucun,proprietaire,1,non_qualifie,2,oui,non,7754.28822919189
1 - 200 Euro,11,critique,auto,1322,> 1000 Euro,1 - 4 annees,4.0,40.0,aucun,proprietaire,2,qualifie,1,oui,non,8317.59549815272
< 0 Euro,18,tres bon,ameublement,1940,< 100 Euro,< 1 annee,4.0,36.0,banque,autre,1,management,1,oui,non,8377.60913457996
inconnu,36,bon,ameublement,3595,< 100 Euro,> 7 annees,2.0,28.0,aucun,proprietaire,1,qualifie,1,oui,non,14465.131222801201
< 0 Euro,9,bon,auto,1422,< 100 Euro,< 1 annee,2.0,27.0,aucun,autre,1,management,1,oui,oui,6026.377347978921
inconnu,30,critique,ameublement,6742,inconnu,4 - 7 annees,3.0,36.0,aucun,proprietaire,2,qualifie,1,oui,non,16463.9508081367
inconnu,24,bon,auto,7814,< 100 Euro,4 - 7 annees,3.0,38.0,aucun,proprietaire,1,management,1,oui,non,25899.0188821285
inconnu,24,bon,auto,9277,inconnu,1 - 4 annees,4.0,48.0,aucun,autre,1,qualifie,1,oui,non,25269.716122284302
1 - 200 Euro,30,critique,auto,2181,inconnu,> 7 annees,4.0,36.0,aucun,proprietaire,2,qualifie,1,oui,non,11207.2096314078
inconnu,18,critique,ameublement,1098,< 100 Euro,chomeur,4.0,65.0,aucun,proprietaire,2,chomeur,1,oui,non,6927.47094055209
1 - 200 Euro,24,bon,ameublement,4057,< 100 Euro,4 - 7 annees,3.0,43.0,aucun,proprietaire,1,qualifie,1,oui,oui,18286.1640355146
< 0 Euro,12,bon,education,795,< 100 Euro,< 1 annee,4.0,53.0,aucun,proprietaire,1,qualifie,1,oui,oui,5631.87824032973
1 - 200 Euro,24,critique,business,2825,inconnu,4 - 7 annees,3.0,34.0,aucun,proprietaire,2,qualifie,2,oui,non,16616.7950000267
1 - 200 Euro,48,bon,business,15672,< 100 Euro,1 - 4 annees,2.0,23.0,aucun,proprietaire,1,qualifie,1,oui,oui,41144.8397784766
inconnu,36,critique,auto,6614,< 100 Euro,> 7 annees,4.0,34.0,aucun,proprietaire,2,management,1,oui,non,27120.5987730427
inconnu,28,tres bon,auto,7824,inconnu,< 1 annee,4.0,40.0,banque,locataire,2,qualifie,2,oui,non,41456.965559576296
< 0 Euro,27,critique,business,2442,< 100 Euro,> 7 annees,4.0,43.0,magasin,proprietaire,4,management,2,oui,non,11627.0540103716
inconnu,15,critique,ameublement,1829,< 100 Euro,> 7 annees,4.0,46.0,aucun,proprietaire,2,qualifie,1,oui,non,9262.39392952937
< 0 Euro,12,critique,auto,2171,< 100 Euro,1 - 4 annees,4.0,38.0,banque,proprietaire,2,non_qualifie,1,oui,non,14530.9868978637
1 - 200 Euro,36,critique,auto,5800,< 100 Euro,1 - 4 annees,4.0,34.0,aucun,proprietaire,2,qualifie,1,oui,non,29851.9242087337
inconnu,18,critique,ameublement,1169,inconnu,1 - 4 annees,3.0,29.0,aucun,proprietaire,2,qualifie,1,oui,non,6601.03801906179
inconnu,36,pauvre,auto,8947,inconnu,4 - 7 annees,2.0,31.0,magasin,proprietaire,1,management,2,oui,non,27267.323515865897
< 0 Euro,21,bon,ameublement,2606,< 100 Euro,< 1 annee,4.0,28.0,aucun,locataire,1,management,1,oui,non,15559.5906856623
inconnu,12,critique,ameublement,1592,> 1000 Euro,4 - 7 annees,2.0,35.0,aucun,proprietaire,1,qualifie,1,oui,non,7628.48175002303
inconnu,15,bon,ameublement,2186,inconnu,4 - 7 annees,4.0,33.0,banque,locataire,1,non_qualifie,1,oui,non,2197.1446104537804
< 0 Euro,18,bon,ameublement,4153,< 100 Euro,1 - 4 annees,3.0,42.0,aucun,proprietaire,1,qualifie,1,oui,oui,14569.1531682644
< 0 Euro,16,critique,auto,2625,< 100 Euro,> 7 annees,4.0,43.0,banque,locataire,1,qualifie,1,oui,oui,8091.139486466991
inconnu,20,critique,auto,3485,inconnu,< 1 annee,4.0,44.0,aucun,proprietaire,2,qualifie,1,oui,non,7175.78116685853
inconnu,36,critique,auto,10477,inconnu,> 7 annees,4.0,42.0,aucun,autre,2,qualifie,1,oui,non,35666.176431449705
inconnu,15,bon,ameublement,1386,inconnu,1 - 4 annees,2.0,40.0,aucun,locataire,1,qualifie,1,oui,non,8955.28042824242
inconnu,24,bon,ameublement,1278,< 100 Euro,> 7 annees,1.0,36.0,aucun,proprietaire,1,management,1,oui,non,8673.18728609388
< 0 Euro,12,bon,ameublement,1107,< 100 Euro,1 - 4 annees,2.0,20.0,aucun,locataire,1,management,2,oui,non,3372.126346917561
< 0 Euro,21,bon,auto,3763,inconnu,4 - 7 annees,2.0,24.0,aucun,proprietaire,1,non_qualifie,1,oui,non,11949.319648415802
1 - 200 Euro,36,bon,education,3711,inconnu,1 - 4 annees,2.0,27.0,aucun,proprietaire,1,qualifie,1,oui,non,7627.071998204141
inconnu,15,pauvre,auto,3594,< 100 Euro,< 1 annee,2.0,46.0,aucun,proprietaire,2,non_qualifie,1,oui,non,3661.18138591026
1 - 200 Euro,9,bon,auto,3195,inconnu,1 - 4 annees,2.0,33.0,aucun,proprietaire,1,non_qualifie,1,oui,non,4548.82373721234
inconnu,36,pauvre,ameublement,4454,< 100 Euro,1 - 4 annees,4.0,34.0,aucun,proprietaire,2,qualifie,1,oui,non,31356.0542346011
1 - 200 Euro,24,critique,ameublement,4736,< 100 Euro,< 1 annee,4.0,25.0,banque,proprietaire,1,non_qualifie,1,oui,oui,11432.6268725738
